2-* Poor Link                      1|src.28|2|E||TN +2 for ritual sorcery against the character.
2-* Spirit Affinity->              1|src.28|2|E||One kind of nature spirit likes the character. Reluctant to attack the character, ready to do him little favours etc.
1-MATRIX
2-* Codeslinger->                  1|src.28|2|E||+1 Die for a certain system operation (Edit File, Analyze Icon etc.). Only once per character.
2-* Cracker->                      1|src.28|4|E||+1 Die for a certain system test (Access test, Control test etc.). Only once per character.
2-* Natural Hardening              1|src.29|4|E||1 point of natural Hardening. Cumulative with cyberdeck hardening.
1-MISCELLANEOUS
2-* Daredevil                      1|src.29|3|E||+1 additional karma pool point per run to be spent for a heroic or risky action.
2-* Dragon Patron                  1|dosw.185|6|E||Offsets the 6 pt hunted flaw that all bred drakes automatically get.
2-* Pirate Family                  1|src.30|3|E||Character has a big family with members in several ports all around the world.
2-* Vehicle Empathy                1|src.31|2|E||TN -1 for handling tests. No effect on remotely controlled vehicles.
2-* Wealth Lvl 1                   1|tss.7|1|E||Starting cash roll is increased by 1000 nuyen
2-* Wealth Lvl 2                   1|tss.7|2|E||Starting cash roll is increased by 2000 nuyen
2-* Wealth Lvl 3                   1|tss.7|3|E||Starting cash roll is increased by 3000 nuyen
2-* Wealth Lvl 4                   1|tss.7|4|E||Starting cash roll is increased by 4000 nuyen
1-SURGE
2-* SRG:Astral Sight               1|yotc.140|6|E||Limited awakening, Charechter gains Magic rating of 1, can learn aura reading and enchanting, may use astral perception but may not project.
2-* SRG:Claws                      1|yotc.141|2|E||Fingernails grow into claws, (STR+1)L using unarmed combat skill.
2-* SRG:Talons                     1|yotc.141|2|E||Toenails grow into Talons, (STR+1)L using unarmed combat skill.
2-* SRG:Dermal Deposits            1|yotc.141|2|E|+1BOD|Dermal deposits like a troll, cumulative with cyberware and troll race bonuses.
2-* SRG:Fangs                      1|yotc.141|2|E||canines become large and dnagerous, like a carnivore, reach -1, (STR+1)L using unarmed combat.
2-* SRG:Feline Eyes                1|yotc.141|2|E||like Bioware Cat's Eyes(mm.64) gain low-light vision.
2-* SRG:Feline Eyes - lose thermo  1|yotc.141|0|E||like Bioware Cat's Eyes(mm.64) gain low-light vision lose thermographic vision.
2-* SRG:Gills                      1|yotc.141|4|E||similar to OXSYS Cybergills, except no maintanece required. 
2-* SRG:High Frequency Hearing     1|yotc.141|2|E||gain hearing at freq. above normal for humans.
2-* SRG:Horns                      1|yotc.141|2|E||A horn, or horns express on head, reach -1, (STR)M using unarmed combat skill
2-* SRG:Improved Scent             1|yotc.141|2|E||same as adept power (sr3.170)
2-* SRG:Improved Taste             1|yotc.141|2|E||same as adept power (sr3.170)
2-* SRG:Long Tail                  1|yotc.141|2|E||long tail grows from base of spine, -2 for balane tests (-3 with balance earware) tail is 1-2 meters long and reflex controlled.
2-* SRG:Low Frequency Hearing      1|yotc.141|2|E||gain hearing at freq. below normal for humans.
2-* SRG:Marsupial Pouch            1|yotc.141|2|E||gain a pouch on chest or abdomen, can hold items with conceal higher than 6, +4 to conceal when in use.
2-* SRG:Nat.Venom(Ingested vector) 1|yotc.142|2|E||Natural toxin - self immune, immediate effect at (BOD)M damage, essence times a day.
2-* SRG:Nat.Venom(Injected vector) 1|yotc.142|4|E||Natural toxin - self immune, immediate effect at (BOD)M damage, essence times a day.
2-* SRG:Nat.Venom(Inhaled vector)  1|yotc.142|6|E||Natural toxin - self immune, immediate effect at (BOD)M damage, essence times a day.
2-* SRG:Nat.Venom(Contact vector)  1|yotc.142|8|E||Natural toxin - self immune, immediate effect at (BOD)M damage, essence times a day.
2-* SRG:Prehensile Tail            1|yotc.142|5|E||long tail grows from base of spine, -2 for balane tests (-3 with balance earware) tail is 1-2 meters long. Has 1/2 strength, can hold char suspended, +2 TN to manipulate things with this tail.
2-* SRG:Resistance to Disease 1    1|yotc.142|1|E||1 extra die to resist effects of Disease
2-* SRG:Resistance to Disease 3    1|yotc.142|3|E||2 extra die to resist effects of Disease
2-* SRG:Resistance to Disease 5    1|yotc.142|5|E||3 extra die to resist effects of Disease
2-* SRG:Resistance to Poison 1     1|yotc.142|1|E||1 extra die to resist effects of Poison
2-* SRG:Resistance to Poison 3     1|yotc.142|3|E||2 extra die to resist effects of Poison
2-* SRG:Resistance to Poison 5     1|yotc.142|5|E||3 extra die to resist effects of Poison
2-* SRG:Retractable Claws          1|yotc.143|3|E||Fingernails grow into claws, (STR+1)L using unarmed combat skill, Retractable like a cats.
2-* SRG:Satyr Legs                 1|yotc.143|6|E|+1MUL|Like Kid stealth cyberware (mm.37) +1 to run mult. 1 additional die for jumping, +2 power for kicks.
2-* SRG:Thermographic Vision       1|yotc.143|2|E||Gain Thermo. Vision
2-* SRG:Therm. Vision(Deckers)     1|yotc.143|1|E||Gain Thermo. Vision
2-* SRG:Therm. Vision(Riggers)     1|yotc.143|1|E||Gain Thermo. Vision
2-RE-GOBLINIZATION
3-* SRG:Gob. Lose Elf (to varient) 1|yotc.140|5|E|-1QCK,-1CHA|Lose Elf Metatype (elves only, must take varient)
3-* SRG:Gob. Lose Orc (to varient) 1|yotc.140|5|E|-3BOD,-2STR,+1CHA,+1INT|Lose Orc Metatype (orcs only, must take varient)
3-* SRG:Gob. Lose Dwarf(to varient) 1|yotc.140|5|E|-1BOD,-1WIL,-2STR|Lose Dwarf Metatype (dwarves only, must take varient)
3-* SRG:Gob. Lose Troll(to varient) 1|yotc.140|5|E|-5BOD,-4STR,+1QCK,+2CHA,+2INT|Lose Troll Metatype (trolls only, must take varient)
3-* SRG:Gob. Gain Elf varient      1|yotc.140|5|E|+1QCK,+1CHA|Gain Elf Metavarient (elves only)
3-* SRG:Gob. Gain Orc varient      1|yotc.140|5|E|+3BOD,+2STR,-1CHA,-1INT|Gain Orc Metavarient (orcs only)
3-* SRG:Gob. Gain Dwarf varient    1|yotc.140|5|E|+1BOD,+1WIL,+2STR|Gain Dwarf Metavarient (dwarves only)
3-* SRG:Gob. Gain Troll varient    1|yotc.140|5|E|+5BOD,+4STR,-1QCK,-2CHA,-2INT|Gain Troll Metavarient (trolls only)
3-* SRG:Gob. Lose Human(ork/troll) 1|yotc.140|5|E||Lose Human Metatype (humans only, must take Orc or troll metatype)
3-* SRG:Gob. Gain Orc (was human)  1|yotc.140|5|E|+3BOD,+2STR,-1CHA,-1INT|Gain Orc Metatype (humans only)
3-* SRG:Gob. Gain Troll(was human) 1|yotc.140|5|E|+5BOD,+4STR,-1QCK,-2CHA,-2INT|Gain Troll Metatype (humans only)
1-SKILLS
2-* Computer Illiterate            1|src.18|-3|F||TN 4 and modifiers (GM's discretion) for operating even simplest electronic devices.
2-* Incompetence->                 1|src.18|-2|F||TN +1 for all tests with chosen skill.
1-PHYSICAL
2-* Allergy Uncom & Mild->         1|src.18|-2|F||TN +1 when exposed to the substance.
2-* Allergy Uncom & Mod.->         1|src.18|-3|F||Contact with the substance is painful. Power +2 for weapons made out of the substance when used against the character.
2-* Allergy Uncom & Severe->       1|src.18|-4|F||Character suffers a light wound per minute that he is exposed to the substance.
2-* Allergy Com & Mild->           1|src.18|-3|F||TN +1 when exposed to the substance.
2-* Allergy Com & Mod.->           1|src.18|-4|F||Contact with the substance is painful. Power +2 for weapons made out of the substance when used against the character.
2-* Allergy Com & Severe->         1|src.18|-5|F||Character suffers a light wound per minute that he is exposed to the substance.
2-* Biorejection                   1|src.19|-5|F||Character's immune system rejects any cyberware or bioware. Any organ or limb replacement must be cloned from the character's very own cells.
2-* Biorejection(Magic Active)     1|src.19|-2|F||Character's immune system rejects any cyberware or bioware. Any organ or limb replacement must be cloned from the character's very own cells.
2-* Blind [B]                      1|src.19|-6|F||TN +6 for all tests involving the sense of sight. No cure by cyberware.
2-* Blind (Magic Active)           1|src.19|-2|F||TN +6 for all tests involving the sense of sight, only +2 when astrally perceiving. No cure by cyberware.
2-* Borrowed Time                  1|src.19|-6|F||Character has only 3d6 months left to live.
2-* Clumsy                         1|tss.6|-1|F||Character is more likely to make silly mistakes
2-* Color-Blind                    1|src.19|-1|F||TN +4 for all tests involving distinguishing of colors.
2-* Crippled Leg                   1|tss.7|-1|F|||character walks with a limp and requires a cane or brace or suffers -1 Quickness and has +2 TN to any activity involving fast leg movement
2-* Deaf                           1|src.19|-3|F||TN +4 for all tests involving hearing (including surprise tests). No cure by cyberware possible.
2-* Infirm (-1)                    1|src.20|-1|F|+1IFM|-1 to attribute maximum of character's physical attributes.
2-* Infirm (-2)                    1|src.20|-2|F|+2IFM|-2 to attribute maximum of character's physical attributes.
2-* Infirm (-3)                    1|src.20|-3|F|+3IFM|-3 to attribute maximum of character's physical attributes.
2-* Infirm (-4)                    1|src.20|-4|F|+4IFM|-4 to attribute maximum of character's physical attributes.
2-* Infirm (-5)                    1|src.20|-5|F|+5IFM|-5 to attribute maximum of character's physical attributes.
2-* Low Pain Tolerance             1|src.20|-4|F||+1 to wound-related TN modifiers
2-* Night Blindness(N)             1|src.20|-2|F||Additional TN +2 when in minimal light or full darkness.
2-* Night Blindness(Rig/Deckers)   1|src.20|-1|F||Additional TN +2 when in minimal light or full darkness. No effect on sensors or in the matrix.
2-* One Arm                        1|tss.7|-1|F||Character has lost their off hand in an accident
2-* Paraplegic                     1|src.20|-3|F||Character is paralyzed from hip down. Combat pool is halved (round down). No cure by cyberware.
2-* Quadriplegic                   1|src.21|-6|F||Character is paralyzed from neck down. Character needs permanent hospital lifestyle. No cure by cyberware.
2-* Sensitive System(N)            1|src.21|-3|F|+1ECD|Essence loss caused by implants is doubled.
2-* Sensitive System(Magic Active) 1|src.21|-2|F|+1ECD|Essence loss caused by implants is doubled.
2-* Weak Immune System             1|src.21|-1|F||-1 Body for tests against diseases.
1-MENTAL
2-* Amnesia Lev 1                  1|src.22|-2|F||Character does not remember his identity or past, but has access to all of his powers and skills.
2-* Amnesia Lev 2                  1|src.22|-3|F||Character does not remember his identity or past, but has access to some of his powers and skills.
2-* Amnesia Lev 3                  1|src.22|-4|F||Character does not remember his identity or past, but has access to some of his powers and skills.
2-* Amnesia Lev 4                  1|src.22|-5|F||Character does not remember his identity or past and has forgotten all what he has learned.
2-* Combat Monster                 1|src.22|-1|F||Character fights unstoppable for 3 rounds or until all enemies are incapacitated or dead. Willpower(6) test to shorten this time.
2-* Combat Paralysis               1|src.22|-4|F||Character's initiative in a fight is always the minimum he can achieve. Additional TN +2 for surprise tests.
2-* Compassionate                  1|tss.7|-2|F||Character hates to see others suffer. May affect social tests when GM sees fit
2-* Compulsive light->             1|src.22|-1|F||Character has a habit he has little or no control over. GM decides value of this flaw.
2-* Compulsive moderate->          1|src.22|-2|F||Character has a habit he has little or no control over. GM decides value of this flaw.
2-* Compulsive severe->            1|src.22|-3|F||Character has a habit he has little or no control over. GM decides value of this flaw.
2-* Compulsive extreme->           1|src.22|-4|F||Character has a habit he has little or no control over. GM decides value of this flaw.
2-* Compulsive v.extreme->         1|src.22|-5|F||Character has a habit he has little or no control over. GM decides value of this flaw.
2-* Flashbacks->                   1|src.22|-4|F||Characters suffers flashbacks from certain trigger conditions. Willpower(6) test. If it fails, the character is incapacitated for 1d6 minutes.
2-* Focused Obliviousness          1|tss.6|-2|F||This character gets wrapped up in whatever they are doing at the moment.  -3 to perception tests while so engrossed.
2-* Greed                          1|tss.7|-1|F||Will(6) to resist any offer of cash, TN modified based on ammount offered as GM decides
2-* Gunslinger Honor               1|tss.18|-3|F||Can not shoot a man in the back or an unarmed man and all targets must be fully aware of character's presence
2-* Illiterate                     1|src.23|-3|F||Character cannot read or write. Intelligence x 3 knowledge skill points during character generation. No academic knowledge skills.
2-* Impulsive                      1|src.23|-2|F||Character tends to jump into the middle of the action without thinking. Willpower(6) test to avoid this.
2-* Incomplete Deprograming        1|sta2.32|-2|F||Character was once a deep-cover agent for an agency, but after being extracted his deprograming was faulty.  Traces of the cover identity remain and may rise to forefront during stressful situations unless willpower(4).
2-* Kleptomania                    1|tss.7|-1|F||Will(4) to avoid a cumpulsion to steal, TN modified based on value of item
2-* Lecherous                      1|tss.7|-2|F||Compulsion to flirt with every member of the appropriate sex that has Charisma 3 or more. Roll Willpower to not try to seduce
2-* Oblivious                      1|src.23|-2|F||Character is oblivious. TN +1 for all perception tests, including astral perception, not including combat situations.
2-* Pacifist[1]                    1|src.23|-2|F||Character never kills, save in self-defense.
2-* Phobia Uncom & Mild->          1|src.23|-2|F||TN +1 when exposed to trigger condition.
2-* Phobia Uncom & Mod.->          1|src.23|-3|F||TN +2 when exposed to trigger condition. Willpower(4) test to avoid fleeing.
2-* Phobia Uncom & Severe->        1|src.23|-4|F||Willpower(6) test to avoid fleeing. When passed, TN +2 during exposure.
2-* Phobia Com & Mild->            1|src.23|-3|F||TN +1 when exposed to trigger condition.
2-* Phobia Com & Mod.->            1|src.23|-4|F||TN +2 when exposed to trigger condition. Willpower(4) test to avoid fleeing.
2-* Phobia Com & Severe->          1|src.23|-5|F||Willpower(6) test to avoid fleeing. When passed, TN +2 during exposure.
2-* Sea Legs                       1|src.24|-2|F||Willpower(4) test every 24 hours not stayed on a boat or ship to further stay on shore.
2-* Sea Madness                    1|src.24|-4|F||Willpower(4) test every 24 hours not stayed on shore to further stay on the boat or ship.
2-* Sensitive Neural Struct.[1]    1|src.24|-2|F||-1 Willpower for damage resistance tests against BTLs, Black Ice, Dumpshock etc.
2-* Sensitive Neural Struct.[2]    1|src.24|-4|F||-2 Willpower for damage resistance tests against BTLs, Black Ice, Dumpshock etc.
2-* Simsense Vertigo               1|src.25|-2|F||TN +1 and Initiative -1 when using any SimSense device such as a Smartlink.
2-* Simsense Vertigo (Rig/Deckers) 1|src.25|-4|F||TN +1 and Initiative -1 when using any SimSense device such as a VCR.
2-* Total Pacifist[2]              1|src.25|-5|F||Character cannot kill any living being. If he does so, he suffers depression for 2d6 weeks.
2-* True Believer->                1|src.25|-3|F||Character is a true believer in a political cause and will not act to harm it, even at significant personal cost. No matter what, character somehow believes that "The Leader" is really the shining paragon that he wants him to be.
2-* Uneducated                     1|src.25|-2|F|+1UNE|Character has rudimentary R/W skills. Intelligence x 3 knowledge skill points during character generation. No academic or background knowledge skill at character generation.
2-* Vindictive                     1|src.25|-2|F||Character revenges himself for every little real or imaginary offense.
1-SOCIAL
2-* Bad Reputation light           1|src.25|-1|F||TN +1 for social skill tests.
2-* Bad Reputation mod             1|src.25|-2|F||TN +2 for social skill tests.
2-* Bad Reputation severe          1|src.25|-3|F||TN +3 for social skill tests.
2-* Bad Reputation extreme         1|src.25|-4|F||TN +4 for social skill tests.
2-* Braggart                       1|src.25|-1|F||Intelligence(6) test with 2 successes to not show off when telling a story.
2-* Dark Secret->                  1|src.26|-2|F||Character has a dark secret and would have to suffer severe consequences if it would be revealed.
2-* Day Job 10hrs/week->           1|src.26|-1|F||Character has a day job. Salary: 1.000 � per month.
2-* Day Job 20hrs/week->           1|src.26|-2|F||Character has a day job. Salary: 2.500 � per month.
2-* Day Job 40hrs/week->           1|src.26|-3|F||Character has a day job. Salary: 5.000 � per month.
2-* Dependent(-1)->                1|src.26|-1|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Dependent(-2)->                1|src.26|-2|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Dependent(-3)->                1|src.26|-3|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Dependent(-4)->                1|src.26|-4|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Dependent(-5)->                1|src.26|-5|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Dependent(-6)->                1|src.26|-6|F||Character has a person that depends on him. GM's discretion about the flaw's value.
2-* Distinctive Style->            1|src.26|-1|F||TN -1 for all tests involving tracking or finding the character.
2-* Dossier on File                1|sta2.32|-4|F||Character has an extensive profile stored in a government or corporate intelligence database.
2-* Elf Poser                      1|src.26|-1|F||Only for humans.
2-* Extra Enemy->                  1|src.26|-1|F||One additional enemy curing character generation (SRC p. 68).
2-* Hung out to Dry                1|src.27|-4|F||Character's contacts do not talk to him any longer.
2-* Intolerance (-1)               1|tss.7|-1|F||Character has a problem dealing with a specific thing or group, +1 TN when dealing with object of intolerance
2-* Intolerance (-2)               1|tss.7|-2|F||Character has a problem dealing with a specific thing or group, +2 TN when dealing with object of intolerance
2-* Intolerance (-3)               1|tss.7|-3|F||Character has a problem dealing with a specific thing or group, +3 TN when dealing with object of intolerance
2-* Intolerance (-4)               1|tss.7|-4|F||Character has a problem dealing with a specific thing or group, +4 TN when dealing with object of intolerance
2-* Liar                           1|src.27|-2|F||When interacting with another person, GM throws 1d6. On a 1 the person does not believe the character.
2-* Personal Code                  1|tss.7|-2|F||Character has a personal code of honoer/ethics/conduct they must uphold
2-* Ugly and Doesn't Care          1|src.27|-1|F||TN +2 for social interactions with the opposite gender, +1 with the own gender.
2-* Uncouth                        1|src.27|-2|F||Character has no manners. TN +2 on all social skill tests.
1-MAGICAL
2-* Astral Impressions             1|src.28|-2|F||TN -2 for ascanning the character's astral signature.
2-* Haunted                        1|tss.7|-1|F||Character is haunted by a spectre, who will follow the character and be a general nuisance
2-* Spirit Bane->                  1|src.28|-2|F||A certain kind of nature spirits hates the character. Those spirits harass the character and attack him first.
1-MATRIX
2-* Codeblock->                    1|src.28|-1|F||-1 Die for a certain system operation (Edit File, Analyze Icon etc.). Only once per character.
2-* Choker->                       1|src.28|-2|F||-1 Die for a certain system test (Access test, Control test etc.). Only once per character.
2-* Jack Itch                      1|src.28|-1|F||Cumulative +1 modifier on all tests every (Willpower) minutes the character is jacked in.
2-* Matrix Addiction Light         1|mat.26|-2|F||Character must be online 4 hours/ day, otherwise he suffers TN +1 on all tests.
2-* Matrix Addiction Moderate      1|mat.26|-4|F||As Light, but character must be online 6 hours/ day. Additional Willpower(6) test to jack out.
2-* Matrix Addiction Severe        1|mat.26|-6|F||As Moderate, but character must be online 8 hours/ day. TN +1 for all charisma and charisma-based skill tests.
2-* Scorched                       1|src.29|-1|F||Character has been conditioned by psychotrope IC (GM's discretion on the effects).
1-MISCELLANEOUS
2-* Bad Karma                      1|src.29|-5|F|+1BKF|Double the amount of karma necessary for gaining a karma pool point.
