!SKILLS.DAT - Skills data file - 
! MOD TO SR3 MM 990906
!-----------------------------------------------------------------
!Shadowrun 3 Original
!---------------------
!#Skill class
!Skill name(ATR)  BOD,INT,CHA,QCK,STR,WIL,REA
!         (KNO)  LAN   Knowledge, Language
! Followed by the Book-Page using | as a separator
! Followed by the Notes section using another | as a separator
! Concentration (is now specialization)  use "->" for custom spec (see assault rifles)
!  Specialization ( * = enter weapon/vehicle/etc... ) ELIMINATED IN SR3
! NO MORE THAN 3000 Records!!
! Josef Wegner: added Target: Wastelands entries 01/03/03
!--------------
#Combat skills
!--------------
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Arnis De Mano(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Zoning|cc.91+|
MA:Boxing(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Vicious Blow|cc.91+|
 MN:Zoning|cc.91+|
MA:Brawling(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Zoning|cc.91+|
MA:Capoeira(STR)|cc.88+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Whirling|cc.91+|
MA:Carromeleg(STR)|cc.88+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Whirling|cc.91+|
MA:Escrima(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Zoning|cc.91+|
MA:Juijitsu(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Sweep|cc.91+|
 MN:Whirling|cc.91+|
MA:Kali(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Zoning|cc.91+|
MA:Karate(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Kenpo(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Kick Boxing(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Kung Fu(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Blind Fighting (Edged Weapons)|cc.91+|
 MN:Blind Fighting (Pole Arms)|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Focus Strength (Edged Weapons)|cc.91+|
 MN:Focus Strength (Pole Arms)|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Full Offense (Edged Weapons)|cc.91+|
 MN:Full Offense (Pole Arms)|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Ground Fighting (Edged Weapons)|cc.91+|
 MN:Ground Fighting (Pole Arms)|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Multi-Strike (Edged Weapons)|cc.91+|
 MN:Multi-Strike (Pole Arms)|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Whirling|cc.91+|
 MN:Whirling (Edged Weapons)|cc.91+|
 MN:Whirling (Pole Arms)|cc.91+|
MA:Hapkido(STR)|cc.88+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Hwarang-do(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Whirling|cc.91+|
MA:Jujitsu(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Kickboxing(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Muay Thai(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Ninjutsu(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Pentjak-Silat(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Close Combat|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Whirling|cc.91+|
MA:Pitfighting(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Zoning|cc.91+|
MA:Sambo(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Disorient|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Will|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Sweep|cc.91+|
 MN:Whirling|cc.91+|
MA:Savate(STR)|cc.88+|
 MN:Close Combat|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Zoning|cc.91+|
MA:Tae Kwon Do(STR)|cc.88+|
 MN:Focus Strength1|cc.91+|
 MN:Throw|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Herding|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Tai Chi Ch'uan(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Throw|cc.91+|
 MN:Focus Will |cc.91+|
 MN:Herding|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Tai Chi Wu(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Throw|cc.91+|
 MN:Focus Will |cc.91+|
 MN:Herding|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Tai Chi Chen(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Evasion|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Throw|cc.91+|
 MN:Focus Will |cc.91+|
 MN:Herding|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Sweep|cc.91+|
 MN:Throw|cc.91+|
 MN:Whirling|cc.91+|
MA:Wildcat(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Close Combat|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Sweep|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Zoning|cc.91+|
MA:Wushu(STR)|cc.88+|
 MN:Blind Fighting|cc.91+|
 MN:Focus Strength|cc.91+|
 MN:Full Offense|cc.91+|
 MN:Ground Fighting|cc.91+|
 MN:Kick Attack|cc.91+|
 MN:Kip Up|cc.91+|
 MN:Multi-Strike|cc.91+|
 MN:Viscious Blow|cc.91+|
 MN:Whirling|cc.91+|
!---------------
#Magical skills
!---------------
Aura Reading(INT)|sr3.86|
 Auras|sr3.87|
 Signatures|sr3.87|
 Sorcery|sr3.87|
 Conjuring|sr3.87|
Sorcery(WIL)|sr3.87|
 Spellcasting|sr3.87|
 Spell Defense|sr3.87|
 Dispelling|sr3.87|
 Astral Combat|sr3.87|
 Ritual Sorcery|mits.30|
 Spell Category->
Centering(WIL)|mits.30|
Conjuring(WIL)|sr3.87|
 Summoning|sr3.87|
 Banishing|sr3.87|
 Controlling|sr3.87|
Divining(WIL)|mits.30|
Enchanting(WIL)|mits.30|
 Alchemy|mits.30|
 Artificing|mits.30|
!----------------
#Physical skills
!----------------
Athletics(BOD)|sr3.87|
 Climbing|sr3.87|
 Jumping|sr3.87|
 Lifting|sr3.87|
 Running|sr3.87|
 Swimming|sr3.87|
 Escape Artist|sr3.87|
 specific sport->
Diving(BOD)|sr3.87|
 Deep-water Diving|sr3.87|
 Mixed-gas Diving|sr3.87|
Parachuting(BOD)|cc.102|
 Standard Jump|cc.102|
 HALO Jump|cc.102|
 Low-Altitude Jump|cc.102|
Stealth(QCK)|sr3.87|
 Alertness|sr3.87|
 Hiding|sr3.87|
 Sneaking|sr3.87|
 Theft|sr3.87|
!--------------
#Social skills
!--------------
Acting(CHA)|tss.13|
 Improvisation|tss.13|
 Method Acting|tss.13|
Artisan(INT)|sr3.XXX|
 Cinematography|sr3.XXX|
 Drawing|sr3.XXX|
 Painting|sr3.XXX|
 Photography|sr3.XXX|
 Sculpture|sr3.XXX|
Etiquette(CHA)|sr3.87|
 Corporate|sr3.87|
 Magical|sr3.87|
 Matrix|sr3.87|
 Media|sr3.87|
 Street|sr3.87|
 Tribal|sr3.87|
 Specialized Group->
Hypnotism(WIL)|tss.17|
 Subject Control|tss.17|
 Memory Regression|tss.17|
 Personality Modification|tss.17|
Instruction(CHA)|sr3.87|
 specific subject->
Interrogation(CHA)|sr3.87|
 Verbal|sr3.87|
 Lie Detector|sr3.87|
 Voice Stress Analysis|sr3.87|
 Torture|sr3.87|
 Drug Aided|sr3.87|
Intimidation(CHA)|sr3.87|
 Physical|sr3.87|
 Mental|sr3.87|
Leadership(CHA)|sr3.87|
 Political|sr3.87|
 Military|sr3.87|
 Commercial|sr3.87|
 Strategy|sr3.87|
 Tactics|sr3.87|
 Morale|sr3.87|
Legerdemain(QCK)|tss.13|
 Sleight of Hand|tss.13|
 Light Fingers|tss.13|
 Card Tricks|tss.13|
Negotiation(CHA)|sr3.88|
 Bargain|sr3.88|
 Bribe|sr3.88|
 Con|sr3.88|
 Fast talk|sr3.88|
Performance(CHA)|sr3.XXX|
 Acting|sr3.XXX|
 Dancing|sr3.XXX|
 Reporting|sr3.XXX|
 Singing|sr3.XXX|
!-----------------
#Survival skills
! From Target: Wastelands
!-----------------
Riding(REA)|tss.17|
 Animal ->
Wilderness Survival(WIL)|twl.105|
 Forest|twl.105|
 Mountain|twl.105|
 Desert|twl.105|
 Jungle|twl.105|
 Polar|twl.105|
!-----------------
#Technical skills
!-----------------
Biotech(INT)|sr3.88|
 Cybermancy|mm.136|
 Cybertechnology Implantation|sr3.88|
 Extended Care|sr3.88|
 First Aid|sr3.88|
 Magical Health|mm.136|
 Organ Culture & Growth|sr3.88|
 Surgery|sr3.88|
 Transplant Surgery|sr3.88|
Computer(INT)|sr3.88|
 Hardware |sr3.88|
 Decking|sr3.88|
 Programing|sr3.88|
 Cybernetics|sr3.88|
 Search Operations |mat.24|
Demolitions(INT)|sr3.88|
 Commercial Explosives|sr3.88|
 Plastic Explosives|sr3.88|
 Improvised Explosives|sr3.88|
Disguise(INT)|sota.104|
 Cosmetic|sota.104|
 Theatrical|sota.104|
 Trideo|sota.104|
Electronics(INT)|sr3.88|
 Control Systems|sr3.88|
 Electronic Warfare|sr3.88|
 Maglocks|sr3.88|
 Linking between devices|sr3.88|
 Diagnostics|sr3.88|
 Cybertechnology|sr3.88|
 Security Systems|sota.104|
Forgery(INT)|sr3.XXX|
 File Editing|sr3.XXX|
 Image Manipulation|sr3.XXX|
 Audio Manipulation|sr3.XXX|
 Physical Forgery |sr3.XXX|
Lock Picking(QCK)|sota.104|
 Cam|sota.104|
 Dimple-Cylinder|sota.104|
 Pin Tumbler|sota.104|
 Safecracking|sota.104|
 Wafer|sota.104|
 Water|sota.104|
Small Unit Tactics(INT)|cc.105|
 BattleTac Systems|cc.105|
 Vehicle Tactics|cc.105|
 Matrix Tactics|cc.105|
!---------------
#Vehicle skills
!---------------
Bike(REA)|sr3.88|
 Remote Operations|sr3.88|
 specific->
Car(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Fixed-Wing Aircraft(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Hovercraft(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
LTA Aircraft(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Mechanical Arm Operation(REA)|r3.24|
 specific->
Motorboat(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Riding(REA)|tss.17|
 Animal ->
Rotor Aircraft(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Semiballistic(REA)|r3.24|
 Remote Operations|r3.24|
 specific->
Sailboat(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Ship(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Submarine(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Suborbital(REA)|r3.24|
 Remote Operations|r3.24|
 specific->
Tracks(REA)|r3.24|
 Remote Operations|r3.24|
 specific->
Vector Thrust Aircraft(REA)|sr3.89|
 Remote Operations|sr3.89|
 specific->
Walkers(REA)|r3.24|
 Remote Operations|r3.24|
 specific->
!-------------------
#Build/Repair skills
!-------------------
Armor B/R(INT)|cc.104|
Assault Rifles B/R(INT)|sr3.XXX|
Blowgun B/R(INT)|cc.105|
Bracer B/R(INT)|cc.105|
Clubs Weapons B/R(INT)|sr3.XXX|
Computer B/R(INT)|sr3.XXX|
 Cybernetics B/R|mm.136|
Cyber Implant Weapons B/R(INT)|sr3.XXX|
Diving B/R(INT)|sr3.XXX|
Edged Weapons B/R(INT)|sr3.XXX|
Electronics B/R(INT)|sr3.XXX|
 Cybertechnology B/R|mm.136|
 Security Systems B/R|sota.104|
Eye Gun B/R(INT)|cc.105|
Gun Cane B/R(INT)|cc.105|
Gunnery B/R(INT)|sr3.XXX|
Gyrojet Pistol B/R(INT)|cc.105|
Handyman(REA)|tss.14|
 Carpentry|tss.14|
 Plumbing|tss.14|
 Mechanisms|tss.14|
Heavy Weapons B/R(INT)|sr3.XXX|
Laser Weapons B/R(INT)|sr3.XXX|
Launch Weapons B/R(INT)|sr3.XXX|
Oral Gun B/R(INT)|cc.105|
Oral Strike B/R(INT)|cc.105|
Parachutes B/R(INT)|cc.105|
Pistols B/R(INT)|sr3.XXX|
Pole Arms/Staffs B/R(INT)|sr3.XXX|
Projectile Weapons B/R(INT)|sr3.XXX|
Rifles B/R(INT)|sr3.XXX|
Shotguns B/R(INT)|sr3.XXX|
Spray Weapons B/R(INT)|cc.105|
Submachine Guns B/R(INT)|sr3.XXX|
Throwing Weapons B/R(INT)|sr3.XXX|
Whips B/R(INT)|sr3.XXX|
Bike B/R(INT)|sr3.XXX|
Car B/R(INT)|sr3.XXX|
Fixed Wing Aircraft B/R(INT)|sr3.XXX|
Hovercraft B/R(INT)|sr3.XXX|
LTA Aircraft B/R(INT)|sr3.XXX|
Motorboat B/R(INT)|sr3.XXX|
Rotor Aircraft B/R(INT)|sr3.XXX|
Sailboat B/R(INT)|sr3.XXX|
Ship B/R(INT)|sr3.XXX|
Submarine B/R(INT)|sr3.XXX|
Vector thrust Aircraft B/R(INT)|sr3.XXX|
!-----------------
#Street(ST)Knowledge skills
!-----------------
ST:Arms Dealers(KNO)|sr3.80|
ST:BTL Production(KNO)|sr3.90|
ST:Criminal Organizations(KNO)|sr3.90|
ST:Current Affairs(KNO)|tss.12|
ST:Fences(KNO)|sr3.90|
ST:Fringe Cults(KNO)|sr3.90|
ST:Gang Identification(KNO)|sr3.90|
ST:Gang Turf(KNO)|sr3.XXX|
ST:Local Neighborhood(KNO)|sr3.90|
ST:Lone Star Tactics(KNO)|sr3.90|
ST:Mafia Politics(KNO)|sr3.90|
ST:Mafia Controlled Establishments(KNO)|sr3.90|
ST:NAN Border Patrol Tactics(KNO)|sr3.79|
ST:Police Procedures(KNO)|sr3.90|
ST:Prison Operations(KNO)|tss.14|
ST:Prostitution Rackets(KNO)|sr3.90|
ST:Safehouse Locations(KNO)|sr3.90|
ST:Scrounging(KNO)|sr3.76|
ST:Seattle Junkyards(KNO)|sr3.69|
ST:Seattle Ork Underground(KNO)|sr3.67|
ST:Security Companies(KNO)|sota.104|
 company->
ST:Security Procedures(KNO)|sr3.90|
 Government|sota.104|
 Military|sota.104|
 company->
ST:Shadowrunner Haunts(KNO)|sr3.75|
ST:Smuggler Havens(KNO)|sr3.90|
ST:Smuggling Routes(KNO)|sr3.90|
ST:SWAT Team Tactics(KNO)|sr3.80|
ST:Triad Society(KNO)|sr3.XXX|
ST:Underworld Politics(KNO)|sr3.70|
ST:Yakuza Politics(KNO)|sr3.90|
ST:Yakuza Territory(KNO)|sr3.90|
!-----------------
#Academic(AC)Knowledge skills
!-----------------
AC:Accounting(KNO)|tss.12|
 Embezzling|tss.XXX|
 Fraud Control|tss.XXX|
 Cost-Cutting|tss.XXX|
AC:Anthropology(KNO)|sr3.90|
AC:Archeology(KNO)|sr3.90|
AC:Architecture(KNO)|sr3.90|
 Office|sr3.XXX|
 Mall|sr3.XXX|
 Residential|sr3.XXX|
 Ork|sr3.XXX|
 Human|sr3.XXX|
 Dwarven|sr3.XXX|
 Specified->
AC:Art(KNO)|sr3.90|
AC:Biology(KNO)|sr3.90|
AC:Body Armor Fabrication(KNO)|sr3.80|
AC:Botany(KNO)|sr3.90|
AC:Chemistry(KNO)|sr3.90|
 Specialty ->
AC:Civil Engineering(KNO)|sota.104|
 Tunneling|sota.104|
 Commercial Construction|sota.104|
 Home Construction|sota.104|
 Industrial Construction|sota.104|
 Excavation|sota.104|
AC:Cybertechnology(KNO)|sr3.77|
AC:Economics(KNO)|sr3.90|
AC:Electronic Intelligence(KNO)|tss.13|
 Audio|tss.XXX|
 Image/Video|tss.XXX|
 Matrix Surveilence|tss.XXX|
 Tracking|tss.XXX|
AC:Engineering(KNO)|sr3.90|
AC:Forensic Medicine(KNO)|sr3.71|
AC:Forensics(KNO)|tss.13|
 Forensic Medicine|tss.XXX|
 Ballistics|tss.XXX|
 Scene of Crime|tss.XXX|
 Forensic Magic|tss.XXX|
AC:Geology(KNO)|sr3.90|
AC:Gunsmithing(KNO)|sr3.80|
AC:History(KNO)|sr3.90|
 American|sr3.XXX|
 European|sr3.XXX|
 Japanese|sr3.XXX|
 Religious|sr3.XXX|
 Roman|sr3.XXX|
 Specified ->
AC:Journalism(KNO)|sr3.XXX|
AC:Judicial Procedures(KNO)|tss.14|
AC:Law(KNO)|tss.13|
 Corporate Law|tss.XXX|
 Criminal Law|tss.XXX|
 Environmental Law|tss.XXX|
 Jurisdiction ->
 Historical Period ->
AC:Linguistics(KNO)|tss.10|
 Algonkian|tss.10|
 Armenian|tss.10|
 Athabascan|tss.10|
 Baltic|tss.10|
 Basque|tss.10|
 Canddoan|tss.10|
 Celtic|tss.10|
 Chukchi|tss.10|
 Creole|tss.10|
 Dravidian|tss.10|
 Egyptian|tss.10|
 Eskimo|tss.10|
 Esperanto|tss.10|
 Finnic|tss.10|
 Germanic|tss.10|
 Greek|tss.10|
 Hamitic|tss.10|
 Indic|tss.10|
 Indo-Iranian|tss.10|
 Iroquoian|tss.10|
 Italic|tss.10|
 Interlingua|tss.10|
 Japanese and Korean|tss.10|
 Khoisan|tss.10|
 Malayo-Polynesian|tss.10|
 Mayan|tss.10|
 Mon-Khmer|tss.10|
 Mongolian|tss.10|
 Muskogean|tss.10|
 Niger-Kordofanian|tss.10|
 Nilotic|tss.10|
 Oto-Manguan|tss.10|
 Papuan Family|tss.10|
 Romance|tss.10|
 Salish|tss.10|
 Semitic|tss.10|
 Sino-Tibetan|tss.10|
 Siouan|tss.10|
 Slavic|tss.10|
 South American Indian|tss.10|
 Sperethiel|tss.10|
 Tlinglit|tss.10|
 Tsimshian|tss.10|
 Tungus|tss.10|
 Turkic|tss.10|
 Ugrian|tss.10|
 Uto-Aztecan|tss.10|
 Zuni|tss.10|
 Specified ->
AC:Literature(KNO)|sr3.90|
AC:Mechanical Traps(KNO)|sr3.76|
AC:Medicine(KNO)|sr3.90|
 Traumatology|mm.136|
 Pathology|mm.136|
 Toxicology|mm.136|
 Specialty ->
AC:Metallurgy(KNO)|sr3.77|
AC:Military Theory(KNO)|sr3.XXX|
AC:Music(KNO)|sr3.90|
AC:Mythos:Folklore(KNO)|sr3.XXX|
 Period/region/culture ->
AC:Parabotany(KNO)|tss.17|
AC:Parazoology(KNO)|sr3.90|
AC:Pharmacology(KNO)|tss.13|
 Medicinal Drugs|tss.XXX|
 Illegal Narcotics|tss.XXX|
 Improvised Manufacture|tss.XXX|
AC:Philosophy(KNO)|sr3.90|
AC:Physics(KNO)|sr3.90|
 Specialty ->
AC:Politics(KNO)|sr3.90|
AC:Political Science(KNO)|sr3.XXX|
 Specified ->
AC:Psychology(KNO)|sr3.90|
 Applied Psycology|tss.13|
 Clinical Psycology|tss.13|
 Group Psycology|tss.13|
AC:Security Devices(KNO)|sr3.XXX|
 Detection Measures|sr3.XXX|
 Weapons Emplacements|sr3.XXX|
AC:Spell Design(KNO)|sr3.XXX|
AC:Security Design(KNO)|sota.104|
 Closed Circuit Simsense|sota.104|
 Matrix|sota.104|
 Magical|sota.104|
 Physical|sota.104|
 Corporate|sota.104|
 Military|sota.104|
 Private Home|sota.104|
