3-* Body Plating Soft [3]          1|ct.37|12/2 weeks|0.00|30000||6P-CA|||2.00|
3-* Body Plating Soft [4]          1|ct.37|12/2 weeks|0.00|40000||6P-CA|||2.00|
3-* Body Plating Soft [5]          1|ct.37|12/2 weeks|0.00|50000||6P-CA|||2.00|
3-* Body Plating Soft [6]          1|ct.37|12/2 weeks|0.00|60000||6P-CA|||2.00|
3-* Body Plating Hard [1]          1|ct.37|14/3 weeks|0.00|25000||5P-CA|||2.00|
3-* Body Plating Hard [2]          1|ct.37|14/3 weeks|0.00|50000||5P-CA|||2.00|
3-* Body Plating Hard [3]          1|ct.37|14/3 weeks|0.00|75000||5P-CA|||2.00|
3-* Body Plating Hard [4]          1|ct.37|14/3 weeks|0.00|100000||5P-CA|||2.00|
3-* Body Plating Hard [5]          1|ct.37|14/3 weeks|0.00|125000||5P-CA|||2.00|
3-* Body Plating Hard [6]          1|ct.37|14/3 weeks|0.00|150000||5P-CA|||2.00|
3-* Body Plating Total             1|cb2.48|6/14 days|3.00|68000|+3BOD,+3IMP,+3BAL,|4P-N|||1.10|+3BOD,+3IMP,+3BAL,
2-* Bomb Implant                   1|cp.34|20/14 days|0.50|500000||1-CC|||1.00|Damage 12D, -1/meter
2-Bone Lace
3-* Bone Lace, Aluminium           1|sr3.302|5/14 days|1.15|25000|+1BOD,+1IMP,|6P-Q|||1.50|Unarmed = (STR+3)M Stun, +1BOD, +1IMP
3-* Bone Lace, Ceramic             1|mm.27|6/21 days|1.50|40000|+1BOD,+2IMP,|6P-Q|||2.00|Unarmed = (STR+3)M Stun, +1BOD, +2IMP
3-* Bone Lace, Kevlar              1|mm.27|6/21 days|1.00|20000|+1BOD,+1BAL,|6P-Q|||2.00|Unarmed = (STR)M Stun, +1BOD, +1BAL
3-* Bone Lace, Plastic             1|sr3.302|5/14 days|0.50|7500|+1BOD,|6P-N|||1.50|Unarmed = (STR+2)M Stun, +1BOD
3-* Bone Lace, Titanium            1|sr3.302|5/14 days|2.25|75000|+2BOD,+1IMP,+1BAL,|6-R|||1.50|Unarmed = (STR+4)M Stun, +2BOD, +1IMP, +1BAL
2-Boosted Reflexes
3-* Boosted Reflexes [1]           1|sr3.302|3/24 hours|0.50|15000|+1INI,|8P-Q|||1.00|+1INI
3-* Boosted Reflexes [2]           1|sr3.302|3/24 hours|1.25|40000|+1RCT,+1INI,|6P-Q|||1.25|+1RCT, +1INI
3-* Boosted Reflexes [3]           1|sr3.302|3/24 hours|2.80|90000|+2RCT,+2INI,|5P-Q|||1.50|+2RCT, +2INI
2-Chromasync SPU
3-* Chromasync SPU [1]             1|tss.5|3/24 hours|0.10|5500||Legal|||1.00|Store and output one non-shifting color pattern of any complexity, reprogrammed with datajack
3-* Chromasync SPU [2]             1|tss.5|3/24 hours|0.15|10500||Legal|||1.00|Store and output simple shifts in paterns such as eye colors
3-* Chromasync SPU [3]             1|tss.5|9/14 days|0.20|17500||6P-CA|||2.00|Handles more complex preset conditions in mix-and-match datafiles
3-* Chromasync SPU [4]             1|tss.5|18/1 month|.025|28000||4-CC|||3.00|Handles rapid, complex changes such as chameleon effects
2-ChemSkins
3-* ChemSkins Color                1|cp.5|3/24 hours|0.50|6000||Legal|||1.10|Change color as desired
3-* ChemSkins Temperature          1|cp.5|3/24 hours|0.50|6000||Legal|||1.10|Change color with temperature
3-* ChemSkins Hormonal             1|cp.5|3/24 hours|0.50|12000||Legal|||1.10|Sensitive to hormonal changes
2-* Color Gland Control            1|cb2.47|4/36 hours|0.02|2500||Legal|||1.00|Cannot be used with Cybereye
2-* Contraceptive Implant          1|cp.5|6/4 days|0.05|1000||Legal|||1.25|Prevent pregnacy for up to 5 years
2-Cyberfins & gills
3-* Cyberfins                      1|mm.27|5/48 hours|0.30|10500||Legal|||1.25|Swim at half normal walking or running, treat as Hand Razors -1 Power for combat
3-* Cybergill                      1|mm.31|5/72 hours|0.75|12500||Legal|||1.75|Breathe underwater
2-* Cyber Endo Skeletal            1|cb3.99|6/14 days|1.25|100000|+2BOD,|Legal|||1.00|Only in Alpha Clinic
2-Dermal Plating/Sheath/Ruthenium
3-* Dermal Plating [1]             1|sr3.302|4/12 days|0.50|6000|+1BOD,|6P-N|||1.00|+1BOD
3-* Dermal Plating [2]             1|sr3.302|4/12 days|1.00|15000|+2BOD,|6P-N|||1.00|+2BOD
3-* Dermal Plating [3]             1|sr3.302|4/12 days|1.50|45000|+3BOD,|5P-N|||1.00|+3BOD
3-* Dermal Sheath [1]              1|mm.28|6/14 days|0.70|24000|+2BOD,+1IMP,|6P-N|||1.50|+2BOD, +1IMP
3-* Dermal Sheath [2]              1|mm.28|6/14 days|1.40|60000|+3BOD,+1IMP,|6P-N|||1.50|+3BOD, +1IMP
3-* Dermal Sheath [3]              1|mm.28|8/14 days|2.10|120000|+4BOD,+2IMP,|5P-N|||1.50|+4BOD, +2IMP
3-* D. Sheath Ruthenium [1]        1|mm.28|8/18 days|0.70|174000|+2BOD,+1IMP,|4P-N|||1.50|+2BOD, +1IMP, change color
3-* D. Sheath Ruthenium [2]        1|mm.28|8/18 days|1.40|210000|+3BOD,+1IMP,|4P-N|||1.50|+3BOD, +1IMP, change color
3-* D. Sheath Ruthenium [3]        1|mm.28|10/18 days|2.10|270000|+4BOD,+2IMP,|4P-N|||1.50|+4BOD, +2IMP, change color
3-* +DS Scanner                    1|mm.28|1/1 hours|0.05|8000||4P-N|||1.00|Scan images
3-* DS Coloration [1]              1|ct.28|8/18 days|0.00|30000|+2BOD,|Legal|||1.75|
3-* DS Coloration [2]              1|ct.28|8/18 days|0.00|75000|+3BOD,|Legal|||1.75|
3-* DS Coloration [3]              1|ct.28|10/18 days|0.00|150000|+4BOD,|Legal|||1.75|
3-* DS Cyber Control               1|ct.28|8/14 days|0.10|32000||6P-CA|||1.50|
2-Exoskelaton
3-* Series-A Exoskel.              1|cb3.100|6/14 days|2.00|240000||Legal|||2.00|Give Strength 9 Ballistic 1/Impact 2
3-* Series-B Exeskel.              1|cb3.100|8/14 days|2.50|300000||Legal|||2.00|Give Strength 11 Ballistic 1/Impact 3
2-Filter: Air, Blood, Toxin
3-* Filter: Air [1]                1|sr3.302|6/4 days|0.10|15000||Legal|||1.00|-1 Power to air toxins
3-* Filter: Air [2]                1|sr3.302|6/4 days|0.20|30000||Legal|||1.00|-2 Power to air toxins
3-* Filter: Air [3]                1|sr3.302|6/4 days|0.30|45000||Legal|||1.00|-3 Power to air toxins
3-* Filter: Air [4]                1|sr3.302|6/4 days|0.40|60000||Legal|||1.00|-4 Power to air toxins
3-* Filter: Air [5]                1|sr3.302|6/4 days|0.50|75000||Legal|||1.00|-5 Power to air toxins
3-* Filter: Air [6]                1|sr3.302|6/4 days|0.60|90000||Legal|||1.00|-6 Power to air toxins
3-* Filter: Air [7]                1|sr3.302|6/4 days|0.70|105000||Legal|||1.00|-7 Power to air toxins
3-* Filter: Air [8]                1|sr3.302|6/4 days|0.80|120000||Legal|||1.00|-8 Power to air toxins
3-* Filter: Air [9]                1|sr3.302|6/4 days|0.90|135000||Legal|||1.00|-9 Power to air toxins
3-* Filter: Air [10]               1|sr3.302|6/4 days|1.00|150000||Legal|||1.00|-10 Power to air toxins
3-* Filter: Blood [1]              1|sr3.302|6/4 days|0.20|10000||Legal|||1.00|-1 Power to blood toxins
3-* Filter: Blood [2]              1|sr3.302|6/4 days|0.40|20000||Legal|||1.00|-2 Power to blood toxins
3-* Filter: Blood [3]              1|sr3.302|6/4 days|0.60|30000||Legal|||1.00|-3 Power to blood toxins
3-* Filter: Blood [4]              1|sr3.302|6/4 days|0.80|40000||Legal|||1.00|-4 Power to blood toxins
3-* Filter: Blood [5]              1|sr3.302|6/4 days|1.00|50000||Legal|||1.00|-5 Power to blood toxins
3-* Filter: Blood [6]              1|sr3.302|6/4 days|1.20|60000||Legal|||1.00|-6 Power to blood toxins
3-* Filter: Blood [7]              1|sr3.302|6/4 days|1.40|70000||Legal|||1.00|-7 Power to blood toxins
3-* Filter: Blood [8]              1|sr3.302|6/4 days|1.60|80000||Legal|||1.00|-8 Power to blood toxins
3-* Filter: Blood [9]              1|sr3.302|6/4 days|1.80|90000||Legal|||1.00|-9 Power to blood toxins
3-* Filter: Blood [10]             1|sr3.302|6/4 days|2.00|100000||Legal|||1.00|-10 Power to blood toxins
3-* Filter: Ingested Toxin [1]     1|sr3.302|6/4 days|0.20|10000||Legal|||1.00|-1 Power to ingested toxins
3-* Filter: Ingested Toxin [2]     1|sr3.302|6/4 days|0.40|20000||Legal|||1.00|-2 Power to ingested toxins
3-* Filter: Ingested Toxin [3]     1|sr3.302|6/4 days|0.60|30000||Legal|||1.00|-3 Power to ingested toxins
3-* Filter: Ingested Toxin [4]     1|sr3.302|6/4 days|0.80|40000||Legal|||1.00|-4 Power to ingested toxins
3-* Filter: Ingested Toxin [5]     1|sr3.302|6/4 days|1.00|50000||Legal|||1.00|-5 Power to ingested toxins
3-* Filter: Ingested Toxin [6]     1|sr3.302|6/4 days|1.20|60000||Legal|||1.00|-6 Power to ingested toxins
3-* Filter: Ingested Toxin [7]     1|sr3.302|6/4 days|1.40|70000||Legal|||1.00|-7 Power to ingested toxins
3-* Filter: Ingested Toxin [8]     1|sr3.302|6/4 days|1.60|80000||Legal|||1.00|-8 Power to ingested toxins
3-* Filter: Ingested Toxin [9]     1|sr3.302|6/4 days|1.80|90000||Legal|||1.00|-9 Power to ingested toxins
3-* Filter: Ingested Toxin [10]    1|sr3.302|6/4 days|2.00|100000||Legal|||1.00|-10 Power to ingested toxins
2-Grd. Subdermal Armor
3-* Grd. Subdermal Armor [1]       1|cb2.48|3/10 days|0.10|3500||9P-CA|||0.90|Ballistic 0 Impact 1
3-* Grd. Subdermal Armor [2]       1|cb2.48|3/10 days|0.30|5000||8P-CA|||1.00|Ballistic 1 Impact 1
3-* Grd. Subdermal Armor [3]       1|cb2.48|4/12 days|0.50|6500|+1BOD,|6P-CA|||1.00|Ballistic 1 Impact 1
3-* Grd. Subdermal Armor [4]       1|cb2.48|4/12 days|0.80|8000|+1BOD,|6P-CA|||1.10|Ballistic 1 Impact 2
3-* Grd. Subdermal Armor [5]       1|cb2.48|4/12 days|1.00|10000|+2BOD,|5P-CA|||1.10|Ballistic 1 Impact 2
3-* Grd. Subdermal Armor [6]       1|cb2.48|5/12 days|1.20|11000|+2BOD,|4P-CA|||1.20|Ballistic 2 Impact 2
3-* Grd. Subdermal Armor [7]       1|cb2.48|5/12 days|1.40|12000|+2BOD,|3P-CA|||1.30|Ballistic 2 Impact 3
3-* Grd. Subdermal Armor [8]       1|cb2.48|6/12 days|1.60|14500|+3BOD,-1RCT,|3-CA|||1.40|Ballistic 2 Impact 3
3-* Grd. Subdermal Armor [9]       1|cb2.48|8/12 days|1.90|17500|+3BOD,-1RCT,|2-CA|||1.50|Ballistic 3 Impact 3
2-Hydraulic Jack
3-* Hydraulic Jack [1]             1|mm.29|5/6 days|1.00|5000||Legal|||1.00|+1 die to Athletics (Running, Jumping) tests, +20% running distance, -1 Power level to falls
3-* Hydraulic Jack [2]             1|mm.29|5/6 days|1.25|10000||Legal|||1.00|+2 die to Athletics (Running, Jumping) tests, +40% running distance, -2 Power level to falls
3-* Hydraulic Jack [3]             1|mm.29|5/6 days|1.50|15000||Legal|||1.00|+3 die to Athletics (Running, Jumping) tests, +60% running distance, -3 Power level to falls
3-* Hydraulic Jack [4]             1|mm.29|5/6 days|1.75|20000||Legal|||1.00|+4 die to Athletics (Running, Jumping) tests, +80% running distance, -4 Power level to falls
3-* Hydraulic Jack [5]             1|mm.29|5/6 days|2.00|25000||Legal|||1.00|+5 die to Athletics (Running, Jumping) tests, +100% running distance, -5 Power level to falls
2-Internal Air Tank
3-* Internal Air Tank              1|mm.29|4/5 days|0.25|1200||Legal|||1.50|75 minutes of air, -1 TN to floating or treading water
3-* +Tracheal Vent                 1|mm.29|4/5 days|0.10|750||Legal|||1.50|Contents can be released without passing through respiratory system
2-* Jolt-Alert                     1|mm.29|4/48 hours|0.10|1500||Legal|||1.50|Wake with no ill effects
2-Kerenzikov
3-* Kerenzikov Level [1]           1|cp.8|5/48 hours|0.60|15000|+2INI,|6P-CB|||1.00|+2INI
3-* Kerenzikov Level [2]           1|cp.8|6/60 hours|1.15|25000|+4INI,|6P-CB|||1.25|+4INI
2-* Light Tattoos                  1|cp.6|0/0|0.05|100||Legal|||0.60|Store light and emit in color of patterns
2-Sexual Implant
3-* Midnight Lady sexual Implant   1|cp.6|3/48 hours|0.35|3000||Legal|||2.00|All night, every night, and he'll never know
3-* Mr. Studd sexual Implant       1|cp.6|3/48 hours|0.35|3000||Legal|||2.00|All night, every night, and she'll never know
2-Move-by-Wire
3-* Move-by-Wire   [1]             1|mm.30|8/10 days|2.50|250000|+1QCK,+2RCT,+1INI|3P-R|||2.50|+1QCK, +2RCT, +1INI
3-* Move-by-Wire   [2]             1|mm.30|12/20 days|4.00|500000|+2QCK,+4RCT,+2INI|3P-R|||3.00|+2QCK, +4RCT, +2INI
3-* Move-by-Wire   [3]             1|mm.30|18/30 days|5.50|1000000|+3QCK,+6RCT,+3INI|3P-R|||3.00|+3QCK, +6RCT, +3INI, must take 1 extra action
3-* Move-by-Wire   [4]             1|mm.30|20/45 days|7.00|2000000|+4QCK,+8RCT,+4INI|3P-R|||3.50|+4QCK, +8RCT, +4INI, must take 2 extra actions
2-Muscle Replacement
3-* Muscle Replac. [1]             1|sr3.302|4/4 days|1.00|20000|+1QCK,+1STR,|5P-Q|||1.00|+1QCK, +1STR
3-* Muscle Replac. [2]             1|sr3.302|4/4 days|2.00|40000|+2QCK,+2STR,|5P-Q|||1.00|+2QCK, +2STR
3-* Muscle Replac. [3]             1|sr3.302|4/4 days|3.00|60000|+3QCK,+3STR,|5P-Q|||1.00|+3QCK, +3STR
3-* Muscle Replac. [4]             1|sr3.302|4/4 days|4.00|80000|+4QCK,+4STR,|5P-Q|||1.00|+4QCK, +4STR
2-* Pacemaker Coprocessor          1|cb3.98|6/24 hours|0.20|1500||Legal|||2.00|2nd body test after deadly wounds
2-PMP Bone Lacing
3-* PMP Bone Lacing [1]            1|tss.5|7/13 days|0.50|35000||5P-CA|||1.00|+2 Disguise, Change apparent height up to 5%, 1 box of damage per use; requires PMP SPU [1]
3-* PMP Bone Lacing [2]            1|tss.5|13/17 days|1.15|100000||5-CB|||1.50|+4 Disguise, Change apparent height up to 10%, 2 boxes of damage per use; requires PMP SPU [2]
3-* PMP Bone Lacing [3]            1|tss.5|14/20 days|2.25|150000||4-CC|||2.00|+6 Disguise, Change apparent height up to 15%, 3 boxes of damage per use; requires PMP SPU [3]
2-* PMP Hair Implants              1|tss.5|3/24 hours|0.05|1000||Legal|||1.00|Maximum length change of 10%, use with a PMP SPU to cybernetically change styling and length; requires PMP SPU [1]
2-PMP Musculature Lacing
3-* PMP Musculature Lacing [1]     1|tss.5|6/12 days|0.80|45000||5P-CA|||1.00|+2 Disguise, Make minor alterations to facial and physical structure; requires PMP SPU [1]
3-* PMP Musculature Lacing [2]     1|tss.5|12/16 days|1.60|95000||5-CB|||1.50|+4 Disguise, More drastic changes then level 1; requires PMP SPU [2]
3-* PMP Musculature Lacing [3]     1|tss.5|14/18 days|2.40|150000||4-CC|||1.75|+6 Disguise, Most drastic changes, even change apparent sex or metatype; requires PMP SPU [3]
2-PMP SPU
3-* PMP SPU [1]                    1|tss.5|7/13 days|0.10|9000||5P-CA|||1.00|Required to use any Rating 1 PMP cyberware
3-* PMP SPU [2]                    1|tss.5|13/17 days|0.15|16000||5-CB|||1.50|Required to use any Rating 2 PMP cyberware
3-* PMP SPU [3]                    1|tss.5|14/20 days|0.20|27000||4-CC|||2.00|Required to use any Rating 3 PMP cyberware
3-* PMP SPU [4]                    1|tss.5|16/24 days|0.25|42000||3-CC|||2.50|Required to use any Rating 4 PMP cyberware
2-Reaction Enhancement
3-* Reaction Enhance [1]           1|sr3.302|6/7 days|0.30|60000|+1RCT,|6P-R|||2.00|+1RCT
3-* Reaction Enhance [2]           1|sr3.302|6/7 days|0.60|120000|+2RCT,|6P-R|||2.00|+2RCT
3-* Reaction Enhance [3]           1|sr3.302|6/7 days|0.90|180000|+3RCT,|6P-R|||2.00|+3RCT
3-* Reaction Enhance [4]           1|sr3.302|6/7 days|1.20|240000|+4RCT,|6P-R|||2.00|+4RCT
3-* Reaction Enhance [5]           1|sr3.302|6/7 days|1.50|300000|+5RCT,|6P-R|||2.00|+5RCT
3-* Reaction Enhance [6]           1|sr3.302|6/7 days|1.80|360000|+6RCT,|6P-R|||2.00|+6RCT
2-* Siemens Rigit!F1               1|ger.184|4/48 hours|0.50|25000|+1INI,|6P-N|||1.00|
2-* Ruthenium Hair Implants        1|tss.5|2/24 hours|0.00|1000||Legal|||0.75|Combine with Chromasync SPU to change hair colors
2-Ruthenium Occular Mods
3-* Ruthenium Occular Mods [1]     1|tss.5|3/24 hours|0.10|2000||Legal|||0.75|Obvious pattern changes, programmable with included wireless unit (or datajack or Chromasync SPU [not included])
3-* Ruthenium Occular Mods [2]     1|tss.5|4/36 hours|0.10|5000||Legal|||1.00|Natural looking changes, programmable with included wireless unit (or datajack or Chromasync SPU [not included])
3-* Ruthenium Occular Mods [3]     1|tss.5|14/21 days|0.20|150000||2-CC|||2.00|Retinal Pattern change, can be used to fake retinal scans, requires Chromasync SPU to reprogram
2-Ruthenium Skin Implants
3-* Ruthenium Skin Implants [1]    1|tss.5|2/24 hours|0.20|5000||Legal|||0.75|Partial skin coverage, reprogrammed using handheld unit [included]
3-* Ruthenium Skin Implants [2]    1|tss.5|3/48 hours|0.50|15000||Legal|||1.00|Single static pattern covering all skin, reprogrammed with handheld unit [included]
3-* Ruthenium Skin Implants [3]    1|tss.5|4/3 days|1.00|45000||8P-CA|||1.25|Instant simple pattern change covering all skin; requires Chromasync SPU to reprogram [not included]
3-* Ruthenium Skin Implants [4]    1|tss.5|18/1 month|1.50|80000||4-CC|||2.00|Instant dynamic pattern changes covering all skin; requires Chromasync SPU to reprogram [not included]
2-Skillwires
3-* Skillwires [1] MP 3            1|sr3.302|1/10 days|0.20|1500||Legal|||1.00|
3-* Skillwires [1] MP 6            1|sr3.302|1/10 days|0.20|3000||Legal|||1.00|
3-* Skillwires [2] MP 12           1|sr3.302|2/10 days|0.40|12000||Legal|||1.00|
3-* Skillwires [2] MP 24           1|sr3.302|2/10 days|0.40|24000||Legal|||1.00|
3-* Skillwires [3] MP 27           1|sr3.302|3/10 days|0.60|40500||Legal|||1.00|
3-* Skillwires [3] MP 54           1|sr3.302|3/10 days|0.60|81000||Legal|||1.00|
3-* Skillwires [4] MP 48           1|sr3.302|4/10 days|0.80|96000||Legal|||1.00|
3-* Skillwires [4] MP 96           1|sr3.302|4/10 days|0.80|192000||Legal|||1.00|
3-* Skillwires [5] MP 75           1|sr3.302|5/10 days|1.00|187500||Legal|||1.00|
3-* Skillwires [5] MP 150          1|sr3.302|5/10 days|1.00|375000||Legal|||1.00|
3-* Skillwires [6] MP 108          1|sr3.302|6/10 days|1.20|324000||Legal|||1.00|
3-* Skillwires [6] MP 216          1|sr3.302|6/10 days|1.20|648000||Legal|||1.00|
3-* Skillwires [7] MP 147          1|sr3.302|7/10 days|1.40|700000||Legal|||1.00|
3-* Skillwires [7] MP 294          1|sr3.302|7/10 days|1.40|1400000||Legal|||1.00|
3-* Skillwires [8] MP 192          1|sr3.302|8/10 days|1.60|768000||Legal|||1.00|
3-* Skillwires [8] MP 384          1|sr3.302|8/10 days|1.60|1536000||Legal|||1.00|
3-* Skillwires [9] MP 243          1|sr3.302|9/10 days|1.80|1093500||Legal|||1.00|
3-* Skillwires [9] MP 486          1|sr3.302|9/10 days|1.80|2187000||Legal|||1.00|
3-Custom MP Levels
4-* Skillwires [1] MP ->           1|sr3.302|1/10 days|0.20|?||Legal|||1.00|
4-* Skillwires [2] MP ->           1|sr3.302|2/10 days|0.40|?||Legal|||1.00|
4-* Skillwires [3] MP ->           1|sr3.302|3/10 days|0.60|?||Legal|||1.00|
4-* Skillwires [4] MP ->           1|sr3.302|4/10 days|0.80|?||Legal|||1.00|
4-* Skillwires [5] MP ->           1|sr3.302|5/10 days|1.00|?||Legal|||1.00|
4-* Skillwires [6] MP ->           1|sr3.302|6/10 days|1.20|?||Legal|||1.00|
4-* Skillwires [7] MP ->           1|sr3.302|7/10 days|1.40|?||Legal|||1.00|
4-* Skillwires [8] MP ->           1|sr3.302|8/10 days|1.60|?||Legal|||1.00|
4-* Skillwires [9] MP ->           1|sr3.302|9/10 days|1.80|?||Legal|||1.00|
3-* Skillwires [1]                 1|sr2.248|4/10 days|0.10|10000||Legal|||1.00|
3-* Skillwires [2]                 1|sr2.248|4/10 days|0.20|20000||Legal|||1.00|
3-* Skillwires [3]                 1|sr2.248|4/10 days|0.30|30000||Legal|||1.00|
3-* Skillwires [4]                 1|sr2.248|5/10 days|0.80|400000||6P-CB|||1.00|
3-* Skillwires [5]                 1|sr2.248|5/10 days|1.00|500000||6P-CB|||1.00|
3-* Skillwires [6]                 1|sr2.248|5/10 days|1.20|600000||6P-CB|||1.00|
3-* Skillwires [7]                 1|sr2.248|12/20 days|2.10|7000000||4P-CB|||1.00|
3-* Skillwires [8]                 1|sr2.248|12/20 days|2.40|8000000||4P-CB|||1.00|
3-* Skillwires [9]                 1|sr2.248|12/20 days|2.70|9000000||4P-CB|||1.00|
3-* Skillwires Plus [1]            1|st.47|4/10 days|0.10|15000||Legal|||1.00|
3-* Skillwires Plus [2]            1|st.47|4/10 days|0.20|30000||Legal|||1.00|
3-* Skillwires Plus [3]            1|st.47|4/10 days|0.30|45000||Legal|||1.00|
3-* Skillwires Plus [4]            1|st.47|5/10 days|0.80|125000||6P-CB|||1.00|
3-* Skillwires Plus [5]            1|st.47|5/10 days|1.00|250000||6P-CB|||1.00|
3-* Skillwires Plus [6]            1|st.47|5/10 days|1.20|750000||6P-CB|||1.00|
3-* Skillwires Plus [7]            1|st.47|12/20 days|2.10|7000000||4P-CB|||1.00|
3-* Skillwires Plus [8]            1|st.47|12/20 days|2.40|8000000||4P-CB|||1.00|
3-* Skillwires Plus [9]            1|st.47|12/20 days|2.70|9000000||4P-CB|||1.00|
2-* Skinwatch                      1|cp.6|0/0|0.10|500||Legal|||0.90|Predecessor of Biomonitor
2-* +SLAMDANCE Spyke(Shoulders)    1|cb3.99|6/48 hours|0.00|2500||2-A|||1.00|Need Derm.Armor or similary +1 melee combat
2-* Speedware                      1|cp.8|4/8 days|1.70|50000|+2RCT,+1INI,|5P-CB|||1.00|+2RCT,+1INI,
2-* Subdermal Armor                1|cp.5|6/7 days|0.50|12000|+1IMP,+1BAL,|Legal|||1.50|Compatible with worn armor
