4-* Zemlya-Poltava Swordsman       17|4|25/75|2|0|5|0|3/1day|30000|1|sr2.???|
3-Sport Cruisers
4-* Aztech Tiburon                 24|3|90/5|5/4|3(3)/3|-/7(0)|20/505|2+1b|650000|-|2|2 Mini-Turrets (1 CF Ammo Bin each), Improved Signature 1 (factored in)|r3.161
4-* Aztech Tiburon(cbt)            24|3|90/5|5/4|3(3)/3|-/7(0)|18/475|2+1b|2670000|NA|3.00|3 Micro-Turrets(1 CF Ammo Bin each), Mini-Turret(1 CF Ammo Bin), Improved Signature 3 (factored in)|r3.161
4-* Biohm & Voss River Commander   24|4|75/4|5/9|1(1)/3|-/1(0)|55/800|2+1b|260000|19/19days|2|3 Micro-Turrets(1 CF Ammo Bin each), Mini-Turret(1 CF Ammo Bin)|r3.161|
4-* Dornier-Zeppelin Hecht         17|3|15/40|2|0|4|`|2/1day|18000|1|sr2.???|
4-* GMC Riverine                   24|3|90/5|5/6|2(2)/2|-/1(0)|16/175|2+5b|100000|5/5days|1|Partial Basic Living Amenities, folding Bench Seats, Ring Mount|r3.161|
4-* GMC Riverine(Security)         24|3|90/5|5/6|1(1)/2|-/1(0)|51/1355|2+2b|150000|18/18days|3|Partial Basic Living Amenities, folding Bench Seats, Micro-Turret(1 CF Ammo Bin), Mini-Turret(1 CF Ammo Bin)|r3.161|
4-* GMC Riverine(Police)           24|3|90/5|5/6|2(2)/2|-/1(0)|55/1345|2+2b|125000|13/13days|2|Partial Basic Living Amenities, folding Bench Seats, Ring Mount, External Fixed Hardpoint(1 CF Ammo Bin)|r3.160|
4-* Samuvani-Criscraft Otter       24|4|45/6|5/0|3(3)/2|-/1(0)|48/650|2|32500|2/48hrs|1||sr3.309, r3.161|
4-* Zemlya-Poltava Swordsman       24|4|75/5|5/0|3(3)/2|-/1(0)|30/300|2+3b|29000|2/48hrs|1|Folding Bench Seats|r3.161
4-* Zemlya Poltava Swordsman(AME)  24|4|30/3|5/0|5(5)/2|-/1(0)|30/300|2+3b|58375|3/72hrs|1|Folding Bench Seats|r3.161|
4-* Zemlya Poltava Swordsman(P.O.) 24|4|90/6|5/0|3(3)/2|-/1(0)|30/300|2+3b|37000|2/48hrs|1|Folding Bench Seats|r3.161
3-Water Scooters
4-* Suzuki Watersport(G)           24|2|45/7|2/0|3(3)/0|-/1|4/38|1|10000|2/24hrs|1|Gasoline|r3.162|
4-* Suzuki Watersport(E)           24|2|30/4|2/0|5(5)/0|-/1|1/37|1|11000|2/24hrs|1|Electric|r3.162|
3-Yachts
4-* Harland & Wolff Classique      24|5|45/4|8/0|2(2)/2|-/1(0)|120[210PS]/2500|2|207500|15/15days|2|10 High Living amenities, 10-man Life Raft|r3.162|
4-* Marine Technologies Dolphin II 24|3|45/4|8/0|2(2)/4|-/1(0)|9[210PS]/1200|1|125000|11/11days|2|6 Improved Living Amenities, 10-man Life Raft|r3.162|
3-Others
4-* Marine Tech Dolphine II        17|3|15/45|3|0|3|2|5/2days|50000|2|sr2.???|
4-* Harland & Wolff Classique      17|5|15/45|6|0|2|4|35/17days|3500000|2|sr2.???|
4-* Blohm&Voss River Commander     17|4|25/75|6|9|3|3|30/15days|300000|2|sr2.???|
4-* Blohm&Voss Type 1322 Korvette  17|4|40/100|7|12|3|4|1500/750days|15000000|2|sr2.???|
4-* GMC Riverine Assault Model     17|3|30/90|4|6|3|2|12/6days|125000|2|sr2.???|
4-* GMC Riverine Police Model      17|3|30/90|4|6|3|2|12/6days|150000|2|sr2.???|
4-* GMC Riverine Security Model    17|3|30/90|4|6|3|2|12/6days|200000|2|sr2.???|
4-* Surfstar Marine Seacop         17|3|30/90|3|6|3|2|5/2days|50000|1|sr2.???|
4-* Vulkan Typ 224 Jagd-U-Boot     17|5|30/70|7|12|6|2|1600/800days|16000000|2|sr2.???|
2-Cars
3-Armored Personnel Carriers(APCs)
4-* BAE Agincourt APC              24|4/4|80/6|7/6|5/3|-/0|48/1000|1+1+2b|256700|13/13days|3.00|Medium turret (heavy mortar 5 CF Ammo Bin), Electronics port (with Rating 3 radio)|sota.78
4-* Ferrari Appaloosa Light Scout  24|2/3|125/10|6/9|5/2|-/6|5/625|3+1b|775300|-|3|ECM 5, ECCM 5, Medium Turret(12 CF Ammo Bin), Folding Bench Seat, Improved Sig 2(factored in), RAM 2(factored in), Thermal Baffles 2(factored in)|r3.163|
4-* LAV-93 Devil Rat               24|5/4|75/5|7/12|3/2|-/0|12/2800|2+2b|260100|23/23days|3|Amphibious Operation 1, Electronics Port w/Radio(Rating 2 0.6CF), Gas Enviroseal, Small Remote Turret(2 CF Ammo Bin), Improved Sig 1(factored in), Thermal Baffles 1(factored in), 2 Folding Bench Seats|r3.163|
4-* LAV-103 Striker Light Tank     24|5/4|75/5|7/15|3/2|-/0|12/1865|3|305100|26/26days|3|Amphibious Operation 1, Electronics Port w/Radio(Rating 2 0.6 CF), Gas Enviroseal, Medium Remote Turret(10 CF Ammo Bin), Improved Sig 1(factored in), Thermal Baffles 1(factored in)|r3.163|
4-* Ruhr. Falkener Air Defense APC 24|4/4|90/7|7/6|4/2|-/8|22.5/1010|1+2+1b|619600|31/1month|3.00| ECCM 6, ECD 4, EnviroSeal (Gas with Cabin Overpressure), Medium Turret (Vigilant Autocannon on AA-mount 15 CF Ammo Bin Medium Launch Control System 8 Internal Missile Mounts), Radar Absorbent Materials 1 (factored in), Electronics Port (with Rating 3 Radio), Thermal Baffles 1 (factored in)|sota.78
4-* Ruhr. Frettchen                24|4/4|85/6|10/22|11/2|-/10|10/1445|4|16800000|-|4.00|Amphibious Operation 3, Contingency Maneuver Controls 3, Drive-by-Wire 2, ECD 6, ECCM 9, ED 6, EnviroSeal (gas water engine), Large Smoke Projector, Life Support(100 man-hours), Medium Turret(AA capable 6 CF for 6000 rounds of HMG ammo), Radar Absorbent Materials 3, Rigger Adaptation, Ruthenium Polymer Masking (with 40 picture files), Smart Materials|sota.78
4-* Ruhr. Keller A4                24|4/4|120/10|10/28|2/2|-/7|12/1775|4|4600000|-|4.00|Amphibious Operation 3, Contingency Maneuver Controls 9, Drive-by-Wire 1, EnviroSeal(gas water engine), 2x4 External Rocket Mounts, Large Smoke Projector, Large Turret(1.6 CF ammo bin for 160 railgun slugs), Life Support(100 Man-Hours), Medium Launch Control Systems, Micro-turret(AA capable Recoil Adjustment 4 0.5 CF ammo bin for 5000 rds HVAR ammo), Rigger Adaption, Smart Armor System, Smart Materials|sota.78
4-* Ruhr. Leopard III              24|4/4|90/8|12/40|4/2|-/8|33/2095|3|7290000|-|4.00|Contingency Maneuver Controls 6, Drive-by-Wire 2, Rigger Adaptation, EnviroSeal(gas water engine), 2x4 External Rocket Mounts, Extra-Large Turret(0.8 CF Ammo Bin for 80 railgun projectiles), Large Smoke Projector, Life Support(150 man-hours), Medium Launch Control System, Micro-turret(AA capable Recoil Adjustment 4 1 CF Ammo Bin for HVAR ammo), Radar Absorbent Materials 2, Smart Materials, Thermal Baffles 2, Turbocharging 1|sota.78
4-* Ruhrmetall Wolf II AFV APC     24|3/5|105/8|6/12|2/2|-/-|9/900|6|332200|26/26days|3.00|EnviroSeal (with gas seal and cabin overpressure), Life Support (60 man-hours), Runflat Tires, Small Turret (AA capable), Thermal Baffles 2, Turbocharging 2|sota.78
4-* S-D Kreuzritter Propelled Gun  24|5/5|75/6|7/6|2/3|-/2|16/2000|1+1+3b|279400|14/14days|3.00|EnviroSeal (with gas seal and cabin overpressure), Medium Turret (Light Howitzer 10 CF Ammo Bin), Electronics Port (with Rating 3 Radio)|sota.78
4-* U-D Semaphore Command Center   24|4/4|90/7|7/6|4/4|-/7|18.75/3507|1+2+1+2|1196500|NA|3.00|ECM8, ECCM8, ED5, ECD6, Electronics Port (with Remote Control Deck 6 Rigger Protocol Emulation Module 6 Signal Amplifier 6), Remote Control Encryption Unit 6, Small Remote Turret (2 CF Ammo Bin), 4 Additional Electronics Ports|sota.78
3-Industrial Movers
4-* Mesametric Kodiak              24|5/4|20/2|4/12|3/-|2/3|0/1025|-|75500|4/4days|2|Remote-Control Interface, Rigger Adaptation, Off-Road Suspension 2(factored in), Improved Suspension 2(factored in), Crane(Scoop 1000kg), Dozer Blade|r3.163
3-Limousines
4-* Mitsubishi Nightsky            24|4/8|120/8|4/2|2/4|-/1|10/60|8|171200|13/13days|2|APPS, Concealed Armor, Roll Bars, Gas Enviroseal, Electronics Port w/Sat Uplink|r3.164|
4-* Rolls-Royce Phaeton            24|4/4|140/8|4/4|2/4|-/1|6/30|8+1b|218800|15/15days|2|APPS, Concealed Armor, Roll Bars, Gas Enviroseal, Electronics Port w/Sat Uplink, 3 Folding Bucket Seats|r3.164|
3-RVs
4-* Ford-Canada Bison              24|4/3|135/6|4/4|2/3|-/1|67/1918|2+5b|145000|8/8days|1|Concealed Armor, Folding Bench Seat, 2 Basic Living Amenities|sr3.309,r3.164|
4-* Rolls-Royce Prairie Cat        24|3/2|120/4|4/4|2/3|-/1|36/1008|2+4b|113400|10/10days|2|APPS, Amphibious Operation 1, Concealed Armor, Electronics Port(Standard Portable Satellite Uplink 2CF), Roll Bars, 2 Improved Living Amenities|r3.164|
3-Sand Buggies
4-* Lockheed-Chenowth LSV          24|4/3|90/8|2/-|3/-|-/-|4/45|4|12300|8/8days|2|Electronics Port w/Radio(Rating 2 0.6CF), Roll Bars, Ring Mount|r3.165|
4-* Rover Ascot                    24|3/2|90/9|3/6|5/2|-/0|3/120|2|50000|3/72hrs|2|Amphibious OPs Package I, Enviroseal (Water), optional Underwater Package includes Enviroseal (engine) and Amphibious ops Package II|tss.6|
3-Sedans
4-* Chrysler-Nissan Patrol-1       24|4/8|180/12|3/2|1/3|-/0|11/40|2+1b|43700|9/9days|2|Gas Enviroseal, Turbocharging 2(factored in), Electronics Port w/Radio(Rating 4 1.2CF), 2 Pintle Mounts|sr3.310,r3.165|
4-* Chrysler-Nissan Cirrus         24|3/8|105/8|3/0|3/2|-/0|8/150|2+2|30000|2/24hrs|1|APPS|tss.6|
4-* EMC Eurocar (M)                24|4/8|100/6|3/0|3/2|-/0|4/80|2+2|25000|2/24hrs|1||tss.6
4-* EMC Eurocar (G)                24|4/8|110/8|3/0|3/2|-/0|4/100|2+2|27500|2/24hrs|1||tss.6
4-* EMC Eurocar Hatchback (G)      24|4/8|110/8|3/0|3/2|-/0|4/100|2+2|30000|2/24hrs|1||tss.6
4-* Ford Americar                  24|4/8|105/8|3/0|2/2|-/1|12/110|2+1b|20000|2/24hrs|1||sr3.308, r3.165|
4-* General Products COP           24|4/8|90/6|3/1|4/1|-/0|18/155|2|34800|8/8days|2|Gridlink, Superconductive Drive 1|r3.165|
4-* Lone Star Ford Americar        24|4/8|105/8|3/3|2/2|-/1|10/65|4|38500|8/8days|2|Lone Star|r3.165|
4-* Pontiac Stratocruiser          24|3/8|150/10|3/0|3/2|-/0|4/80|2+2b|30000|2/24hrs|2|APPS|tss.6|
4-* Toyota Elite                   24|4/8|120/12|3/0|2/4|-/1|11/100|4|66400|8/8days|2|APPS, Gas Enviroseal|r3.165|
3-Snow Crawler
4-* CAT Snowbear Standard          24|5/5|40/1|6/0|2/0|-/0|250/9700|2b+1B|186300|10/10days|1,00|Amphibious Operation 1|twl.133
4-* CAT Snowbear Science           24|5/4|40/1|6/0|2/0|-/0|478 (378PS)/8950 (700PS)|2b+1B|407445|10/10days|1,00|Amphibious Operation 2, Datajack Port, Shop, Thermal Baffles 2 (factored in), 2 Basic Living Amenities|twl.133
3-Sport Utility Vehicles
4-* Gaz-Willys Nomad               24|3/3|100/9|4/0|2/2|-/0|18/850|2+1b|34500|2/48hrs|1|Roll Bars|r3.166|
4-* GMC MPUV                       24|4/3|120/8|4/6|2/0|-/0|11/750|2+1b|70000|13/13days|3|Electronics Port w/Radio(Rating 3 0.9CF), Pintle Mount, Spotlight|r3.166|
4-* Land Rover Model 2046(Van)     24|3/5|100/7|4/0|2/2|-/0|11/750|2+3b|32000|2/48hrs|1|3 Folding Bench Seats|r3.166|
4-* Land Rover Model 2046(Pickup)  24|3/3|100/7|4/0|2/1|-/0|18/700|2+2b|29000|2/48hrs|1|2 Folding Bench Seats|r3.166|
4-* Nissan-Holden Brumby           24|4/3|100/7|4/0|2/2|-/0|12/850|2+1b|19000|2/48hrs|1|Folding Bench Seat|r3.166|
4-* Ruhr. Vogelhund                24|4/3|120/9|4/3|2/2|-/8|7.5/253|2+1|257000|13/13days|3.00|ECCM 4, ECD 3, Small Turret(2 medium launch control systems 8 internal missile mounts), Radar Abosorbent Materials 1(factored in), Electronics Port (w Radio Rating 3), Thermal Baffles 1(factored in)|sota.78
4-* Toyota Gopher                  24|4/4|105/7|4/0|2/2|-/0|38/500|2|29500|2/48hrs|1|Roll Bars|r3.166|
3-Sports Cars
4-* Audi Avus                      24|3/8|250/15|3/0|1/3|-/1|3/40|2|195000|4/7days|2|Crash Cage, datajack link, optional Rigger Control Gear (does not require CF)|tss.6|
4-* Aztechnology Atalante          24|4/8|200/12|3/0|3/3|-/0|6/40|1|400000|4/8days|2|APPS, Anti-theft IV, Enviroseal (gas), Optional Crash Cage and Datajack Port|tss.6|
4-* Crystler-Nissan Camaro         24|4/8|110/9|3/0|2/1|-/0|5/50|2+2b|30000|2/48hrs|1||tss.6
4-* Crystler-Nissan Camaro Turbo   24|4/8|160/10|3/0|1/1|-/0|4/60|2+2b|35000|3/72hrs|1||tss.6
4-* EMG Slipstream                 24|3/8|225/10|3/0|1/3|-/1|4/40|2|95000|3/72hrs|2|APPS|tss.6|
4-* Eurocar Westwind 2000          24|3/8|210/10|3/0|2/3|-/1|5/45|2+1b|57000|3/72hrs|2|APPS|sr3.308, r3.167|
4-* Eurocar Westwind 2000 Turbo    24|3/8|240/14|3/0|1/3|-/1|5/45|2+1b|77000|4/96hrs|2|APPS, Turbocharging 2|sr3.308, r3.167|
4-* Ferrari Open-Wheel Racer       24|2/7|311/21|3/0|2/0|-/2|6/95|1|210300|11/11days|3|Smart Materials, Nitrous Oxide Injectors 6, Datajack Port, Rigger Adaptation, Crash Cage|r3.167|
4-* Honda-GM 3220                  24|4/8|160/10|3/0|2/1|-/0|3/40|4|28000|2/48hrs|1||r3.167|
4-* Honda-GM 3220 Turbo            24|4/8|190/14|3/0|1/2|-/0|3/40|4|44000|3/72hrs|1|Turbocharging 2(factored in)|r3.167|
4-* Isdera Warp                    24|4/7|240/18|3/6|2/0|0/2|0/50|1+1b|400000|4/73hrs|2|Roll Bars, Datajack Port, Rigger Controls, APPS, Performance Runflat Tires, Remote mini-popup, Satt Uplink|tss.6|
4-* Lone Star Honda-GM 3220 Turbo  24|4/8|190/14|3/1|1/2|-/0|3/15|4|49000|9/9days|2|Turbocharging 2(factored in)|r3.167|
4-* Saab Dynamit 778 TI            24|4/8|250/15|3/0|1/3|-/1|3/45|2+1b|92000|5/5days|2|APPS, Roll Bars, Turbocharging 2(factored in)|r3.167|
3-Subcompacts
4-* Aztechnology Salsa (E)         24|4/8|75/5|3/0|5/1|-/0|3/60|2+2b|12500|3/48hrs|1|Modula design comes with Hardtop Module.  Flatback/Pickup module adds 15CF and costs 500, Transport Module adds 10CF ad costs 750.  any module adds 1/1 to handling|tss.6|
4-* Chrysler-Nissan Jackrabbit(E)  24|3/8|80/5|3/0|5/1|-/0|1/100|2+1b|20500|2/24hrs|1|Folding Bench Seat, Electric|sr3.307, r3.168|
4-* Chrysler-Nissan Jackrabbit(M)  24|3/8|90/6|3/0|4/1|-/0|1/100|2+1b|16500|2/24hrs|1|Folding Bench Seat, Methane|sr3.307, r3.168|
4-* Daimler Benz Swatch C          24|2/7|100/5|3/0|6/4|1/0|2/40|2|80000|2/24hrs|1|APPS, Anti-Theft System V, Gridlink, optional Suncell and roof rack|tss.6|
4-* Ford-Min Pao Commuter          24|4/8|70/4|2/0|5/1|-/0|1/40|2|7000|2/24hrs|1|electric, streamlined design|tss.6|
4-* Ford-Min Pao Spider            24|4/8|150/10|3/0|1/1|-/0|1/80|2|18000|3/48hrs|1|APPS|tss.6|
4-* Leyland-Zil Tsarina(E)         24|4/8|60/4|3/0|5/1|-/0|2/50|2|16000|2/24hrs|1|Electric|r3.168|
4-* Leyland-Zil Tsarina(M)         24|4/8|100/6|3/0|4/1|-/0|3/100|2|12500|2/24hrs|1|Methane|r3.168|
4-* Mitsubishi Citycab             24|3/10|90/5|2/3|6/4|3/2|1/40|1|75000|2/24hrs|1|Electric, APPS, Antitheft VII, Enviroseal, Gridlink, Learning Pool 2 (for defense decisions), optional roof rack and Roll Bars|tss.6|
4-* Mitsubishi Runabout            24|4/8|75/5|3/0|5/1|-/0|1/50|1|12200|2/24hrs|1||r3.168|
4-* Renault-Fiat Mulipla           24|4/8|90/6|3/0|4/1|0/0|4/40|2+2|10000|2/24hrs|1||tss.6|
4-* Volkswagen Beetle III          24|3/6|90/5|3/0|6/2|-/0|5/50|2|12000|2/24hrs|1|Gridlink|tss.6|
4-* Volkswagen Elektro             24|4/8|75/4|3/0|5/0|-/0|1/45|1|10000|2/24hrs|1||r3.168
4-* Volkswagen Mayfly              24|3/6|75/3|3/0|6/1|0/0|3/30|2|6000|2/24hrs|1|Gridlink|tss.6|
3-Tractors
4-* Conestoga Trailblazer          24|4/8|90/3|5/0|2/2|-/0|6/18000|2+1b|152000|8/8days|1|Folding Bench Seat|r3.169|
3-Transports-Heavy
4-* GMC Tow Truck                  24|5/12|60/3|6/0|2/0|-/0|105/11495|2|142000|6/6 days|2.00|crash cage, load hydraulic flatbed and winch designed to cary up to rating 6 Bod vehicle (heavy transport trailer t-bird or smaller), diesel engine, 500L fuel capacity, 3km/l economy|cus.|
4-* GMC 4201                       24|3/7|85/3|6/0|2/2|-/0|130/6500|2d+1x|80000|4/4days|1||r3.169|
3-Transports-Medium
4-* Ares Citymaster                24|5/11|120/3|5/10|1/3|-/0|41/530|2+5b|136300|13/13days|2|Gas Enviroseal, Life Support(20 man-hrs), Small Turret(1 CF Ammo Bin)|sr3.310,r3.169|
4-* Ares Mobmaster                 24|6/12|120/3|5/14|1/4|-/0|40/575|2+5b|173000|19/19days|3|Gas Enviroseal, Life Support(30 man-hrs), Small Turret(1 CF Ammo Bin)|r3.169|
4-* Ares Roadmaster                24|4/10|90/3|5/0|2/2|-/0|80/2000|2+1b|45000|3/3days|1||sr3.309, r3.169|
4-* DocWagon Ares Citymaster       24|5/11|120/3|5/10|1/3|-/0|327[320 PS]/630[600 PS]|2+2b|677000|-|2.5|Anti-Theft System 6, Gas Enviroseal, Life Suport(20 man-hrs), Small Turret(1 CF Ammo Bin), Medical Clinic(3p/3t 4)|r3.169|
4-* DocWagon CRT Ambulance         24|4/10|75/6|5/0|2/2|-/0|348[336 PS]/1750[800 PS]|2|537000|27/27days|1.5|Anti-Theft System 6, Medical Clinic(4p/4t 4)|r3.170|
3-Vans
4-* DocWagon SRT Ambulance         24|4/10|80/8|4/0|2/1|-/0|100[84 PS]/250[200 PS]|2|341250|18/18days|1.5|Anti-Theft System 6, Medical Clinic(1p/1t 4)|r3.170|
